교과목명,학정번호,학점
UNDERSTANDING CLIMATE CHANGE SCIENCE,ESE3004,3
RECENT ADVANCES IN ENERGY & ENVIRONMENTAL TECHNOLOGY,ESE3005,3
TRANSPORT PHENOMENA IN GREEN TECHNOLOGY,ESE3006,3
ENERGY MATERIALS LABORATORY,ESE3007,3
COMPUTER-AIDED ENERGY MATERIALS DESIGN,ESE3008,3
EESE SENIOR THESIS,ESE4001,3
지구시스템과학개론및실습,ESS1104,3
환경지구과학개론및실습,ESS1105,3
진로개발세미나,ESS2003,1
야외지질학 및 실습,ESS2102,3
지구물질학및실험,ESS2103,3
환경지구과학,ESS2108,3
화성암석학및실험,ESS2110,3
지구화학개론,ESS2112,3
고생물학개론,ESS2113,3
지구물리학및실습,ESS3101,3
퇴적암석학,ESS3102,3
지하수유동모델링및실습,ESS3104,3
물리탐사및실습,ESS3105,3
지질공학및실험,ESS3108,3
컴퓨터 지구시스템과학및실습,ESS3109,3
토양과지형,ESS3110,3
광물화학,ESS3111,3
구조지질학및실습,ESS3113,3
층서학의이해,ESS3115,3
수리지구화학및실험,ESS3116,3
지구시스템과학심화연구(1),ESS3117,3
지구시스템과학심화연구(2),ESS3118,3
화석의역사,ESS3119,3
분지해석학,ESS3120,3
결정학및실험,ESS3121,3
지구시스템과학실험,ESS3122,3
지하수역학및실습,ESS3123,3
지구동력학및실습,ESS3126,3
지질기초역학,ESS3127,3
습지의과학,ESS3128,3
토양학,ESS3129,3
진로계획세미나,ESS3130,1
지표환경지구화학및실습,ESS3131,3
위성지구과학및실습,ESS4104,3
광상학,ESS4105,3
동위원소지질학,ESS4106,3
지하수오염과 모니터링 및 실습,ESS4108,3
행성과학,ESS4109,3
해양지질학,ESS4111,3
지구정보처리학및실습,ESS4114,3
토양오염과정화,ESS4115,3
변성암석학및실험,ESS4116,3
생지구화학및실험,ESS4117,3
지구내부학,ESS4120,3
주제광물학및실습,ESS4121,3
석유지질학및실습,ESS4122,3
자원경제학,ESS4123,3
지구시스템자료분석및실습,ESS4124,3
졸업논문연구(1)ⓟ,ESS4125,1
졸업논문연구(2)ⓟ,ESS4126,2
광물자원탐사 및 활용,ESS4127,3
필드스쿨,ESS4128,3
자원개발과환경재해및실습,ESS4130,3
지구의역사,ESS4131,3
지진학및실습,ESS4132,3
퇴적환경학,ESS4133,3
지구환경화학및실험,ESS4135,3
유럽의새로운이해,EUR3101,3
현대유럽의사회와문화,EUR3102,3
유럽의예술영화,EUR3107,3
영상문화기획,FIL3102,3
이미지와상상력,FIL4102,3
일반화학,FNS1001,3
식품영양과체형,FNS1101,3
주니어세미나ⓟ,FNS2001,1
UT세미나ⓟ,FNS2002,1
급식경영학,FNS2101,3
생화학,FNS2102,3
식품미생물학,FNS2103,3
인체영양학,FNS2106,3
조리원리,FNS2107,3
영양과환경,FNS2108,3
영양학실험,FNS2109,3
식품관능평가,FNS2110,3
호텔.외식.관광산업개론,FNS2115,3
분자생물학,FNS2116,3
영양과세포생물학,FNS2117,3
단체급식관리및실습,FNS3101,3
생애주기영양학,FNS3102,3
식사요법,FNS3103,3
식생활관리,FNS3104,3
영양과건강,FNS3105,3
식품위생학,FNS3106,3
임상영양학,FNS3108,3
"식품,영양,푸드서비스마케팅",FNS3109,3
식품구매,FNS3111,3
식품영양과학과마케팅,FNS3112,3
건강기능식품과영양,FNS3113,3
인적자원관리,FNS3114,3
식품화학,FNS3115,3
영양소대사,FNS3116,3
식품영양분석및실험,FNS3117,3
영양사현장실습ⓟ,FNS3119,2
다량조리현장실습,FNS3120,1
영양과인체유전학및실험,FNS3121,3
영양판정,FNS3123,3
영양생리학,FNS3124,3
급식.외식산업현장실무,FNS4102,3
식생활과문화,FNS4103,3
실험조리및식품개발,FNS4106,3
영양교육및상담,FNS4111,3
고급영양학,FNS4113,3
지역사회영양학,FNS4115,3
식품가공및저장학,FNS4116,3
식품학,FNS4117,3
식품영양산업의트렌드ⓟ,FNS4118,2
기능성식품학,FNS4120,3
프랑스어권명저의이해,FRE1003,3
프랑스문학의이해,FRE2101,3
프랑스어학의이해,FRE2102,3
프랑스어작문과문법,FRE2103,3
프랑스어회화(1),FRE2104,3
프랑스어회화(3),FRE2105,3
프랑스어와문화(1),FRE2106,3
프랑스산문강독(1),FRE2107,3
프랑스어작문과표현,FRE2108,3
프랑스어회화(2),FRE2109,3
프랑스어와문화,FRE2111,3
프랑스산문강독(2),FRE2112,3
프랑스사회와문화강독,FRE2113,3
프랑스어의역사,FRE3103,3
신문ㆍ방송프랑스어,FRE3104,3
번역의이론과실제,FRE3105,3
프랑스어문법연습,FRE3107,3
프랑스영상예술,FRE3108,3
프랑스상징주의시,FRE3110,3
프랑스현대소설(2),FRE3114,3
프랑스문학비평,FRE3115,3
프랑스근대소설(1),FRE3117,3
프랑스현대시,FRE3118,3
프랑스근대소설(2),FRE3120,3
프랑스희곡,FRE4103,3
프랑스현대소설(1),FRE4104,3
프랑스어어휘형태,FRE4106,3
프랑스어의의미,FRE4107,3
프랑스어텍스트담화연구,FRE4109,3
프랑스어문장연구,FRE4117,3
정보컴퓨팅기술개론,GAI1001,3
정보프로그래밍기초,GAI1002,3
응용자료구조,GAI2001,3
데이터베이스개론,GAI2003,3
데이터분석개론,GAI2004,3
이산구조론,GAI2006,3
정보프로그래밍심화,GAI2008,3
웹프로그래밍,GAI2009,3
비즈니스IT,GAI2010,3
객체지향정보프로그래밍,GAI2011,3
게임설계와구현,GAI3001,3
인공지능기초수학,GAI3002,3
알고리즘응용,GAI3003,3
고급데이터분석,GAI3005,3
인공지능개론,GAI3006,3
정보SW공학,GAI3007,3
응용모바일프로그래밍,GAI3008,3
린스타트업프로젝트,GAI3009,3
기술경영의이해,GAI3010,3
응용정보컴퓨팅시스템,GAI3011,3
IT서비스전략및기획,GAI3012,3
응용정보캡스톤디자인,GAI4001,3
시각정보분석,GAI4002,3
오픈소스SW응용,GAI4003,3
정보기술과HCI,GAI4005,3
정보기술과보안,GAI4006,3
소셜네트워크분석,GAI4007,3
자연어정보분석,GAI4008,3
바이오생활공학입문,GBL1001,3
바이오생활융합과학개론,GBL1002,3
유기화학입문,GBL2001,3
기능성식품학개론,GBL2002,3
바이오화장품학개론,GBL2003,3
바이오생활생물1,GBL2004,3
바이오생활화학1,GBL2005,3
바이오생활생물2,GBL2006,3
바이오생활화학2,GBL2007,3
응용생화학,GBL2008,3
바이오기능성소재학,GBL3001,3
핵심미생물학,GBL3002,3
피부생명과학,GBL3003,3
바이오통계학,GBL3004,3
미래바이오헬스케어,GBL3005,3
바이오생활기초실험,GBL3201,3
식품화학개론,GBL3203,3
바이오생활창의설계1,GBL4001,3
바이오생활창의설계2,GBL4002,3
기기분석학,GBL4003,3
화장품제형공학,GBL4004,3
바이오안전및독성학,GBL4005,3
첨단발효공학,GBL4006,3
바이오헬스케어기술과산업,GBL4007,3
푸드테크과학기술특론,GBL4008,3
바이오생활전공실험1,GBL4201,3
바이오생활전공실험2,GBL4202,3
비주얼리터러시,GCM1003,3
비주얼스토리텔링,GCM1004,3
문화원형과콘텐츠,GCM1105,3
이야기와문화연구,GCM2004,3
비디오리터러시,GCM2007,3
글로벌미디어의이해,GCM2010,3
콘텐츠라이팅기초,GCM2012,3
한국전통문화콘텐츠연구,GCM2013,3
리얼타임그래픽스,GCM2014,3
사운드디자인입문,GCM2015,3
액티브촬영워크숍,GCM2016,3
영화음악과한국문화,GCM2017,3
애니메이션상상력,GCM2018,3
데이터리터러시의이해,GCM2019,3
영화음악의이해,GCM2021,3
문화기술프로그래밍기초,GCM2022,3
사진영상의세계,GCM2024,3
콘텐츠라이팅스킬,GCM2026,3
역사와스토리텔링,GCM2027,3
한국영화속의아시아,GCM3003,3
UX디자인과인터페이스,GCM3006,3
디지털트랜스포메이션과UX,GCM3007,3
20세기할리우드와유럽영화,GCM3009,3
크리에이티브제작워크샵,GCM3010,3
영상실습,GCM3011,3
비주얼아이덴티티,GCM3012,3
문화간커뮤니케이션,GCM3015,3
한국의공연예술과뮤지컬의세계,GCM3016,3
미디어사운드디자인,GCM3018,3
미디어콘텐츠표현기술,GCM3019,3
AI비주얼프로덕션,GCM3020,3
온라인콘텐츠투어,GCM3023,3
노코드와온라인콘텐츠제작,GCM3024,3
비즈니스커뮤니케이션,GCM3025,3
문화미디어이벤트트렌드,GCM3026,3
이머시브스토리텔링,GCM3027,3
미디어와시각예술,GCM3028,3
TV프로그램프로듀싱의이해,GCM3029,3
콘텐츠라이팅전략,GCM3031,3
브랜드이미지와미디어,GCM3032,3
UX리서치스킬,GCM3033,3
3D인터랙티브증강현실디자인,GCM3034,3
디지털갤러리,GCM3100,3
문화콘텐츠비평,GCM4002,3
창의콘텐츠세미나,GCM4005,3
스토리텔링과문화콘텐츠,GCM4006,3
초급영어Ⅰ,GED1001,3
초급영어Ⅱ,GED1002,3
중급영어Ⅰ,GED1003,3
중급영어Ⅱ,GED1004,3
초급대학한국어,GED1005,3
언어와생활,GED1006,3
한국문화입문,GED1007,3
중급대학한국어,GED1008,3
언어와사회,GED1009,3
한국문화의이해,GED1010,3
중국문화의이해Ⅰ,GED1016,3
고급대학한국어,GED2001,3
한국사회의이해,GED2002,3
한국사회와문화,GED2003,3
글로벌사회문화,GED2004,3
시사영어Ⅰ,GED2005,3
시사영어Ⅱ,GED2006,3
비평적사고Ⅰ,GED2007,3
비평적사고Ⅱ,GED2008,3
비즈니스한국어,GED2009,3
대중문화와문화콘텐츠,GED2020,3
텍스트커뮤니케이션,GED2021,3
학술프레젠테이션,GED2022,3
학술콘텐츠의이해,GED2023,3
비교문화세미나Ⅰ,GED3001,3
비교문화세미나Ⅱ,GED3002,3
프리젠테이션스킬Ⅰ,GED3003,3
프리젠테이션스킬Ⅱ,GED3004,3
한국문화의이해와동아시아의교류,GED3006,3
글로벌마케팅,GED3013,3
인포메이션스토리텔링,GED3042,3
중국문화의이해Ⅱ,GED3043,3
문화교류와번역,GED3045,3
동아시아문자와문화콘텐츠,GED3046,3
글로벌경영전략,GED3047,3
동아시아도시문화콘텐츠의이해,GED3048,3
상품과공간으로보는 한국문화사,GED3049,3
영상콘텐츠제작의이해,GED3050,3
조직행동과문화경영,GED3051,3
창업과지적재산권,GED3052,3
문화콘텐츠와한중번역실습,GED3053,3
저작권의이해,GED3054,3
언어와문화콘텐츠,GED3055,3
GED캡스톤디자인,GED3056,3
GED현장실습(1),GED3057,1
GED현장실습(2),GED3058,1
GED현장실습(3),GED3059,1
GED현장실습(4),GED3060,1
글로벌오퍼레이션,GED3061,3
경영자료분석,GED3062,3
한류와문화커뮤니케이션,GED3063,3
브랜드인문학,GED3064,3
한국역사의유산과문화산업,GED3065,3
문화프로젝트관리,GED3066,3
문화사업데이터분석,GED3067,3
동아시아의대중문화와소비플랫폼의변화,GED3069,3
동아시아문화의디자인씽킹과브랜딩,GED3070,3
글로벌서비스경영,GED3071,3
이미지기호학,GED3073,3
프리젠테이션과중한통역실습,GED3074,3
비즈니스의사소통관리,GED3075,3
MICE산업의이해,GED3077,3
동아시아문화콘텐츠장르와감정의이해,GED3078,3
아시아신화와상징,GED3079,3
몸과문화콘텐츠,GED3080,3
설득커뮤니케이션,GED3081,3
글로벌산업재무회계기초,GED3082,3
의학용어,GED3083,3
경영학개론,GED3084,3
문화산업의세계화와리스크,GED3085,3
문화산업회계와세무,GED3086,3
문화콘텐츠기획과유통,GED3087,3
무빙이미지기초,GED3088,3
문화산업정책론,GED3109,3
디지털시대의문화와경제,GED3110,3
문화산업의이해,GED3111,3
문화산업관리세미나Ⅰ,GED3112,3
기초시각표현기법,GED3114,3
뉴미디어디자인실습,GED3115,3
스토리텔링과웹툰,GED3116,3
미술과미디어디자인의이해,GED3117,3
아동발달과평가,GED3118,3
인체검사학,GED3119,3
재활치료학개론,GED3120,3
해부학,GED3121,3
글로벌ESG,GED3130,3
글로벌윤리경영,GED3131,3
글로벌타당성평가,GED3132,3
글로벌중급회계,GED3133,3
글로벌기초재무분석,GED3134,3
글로벌원가관리,GED3135,3
글로벌조직인사,GED3136,3
게임디자인기초,GED3138,3
게임그래픽제작입문,GED3139,3
가상현실미디어디자인,GED3140,3
몰입형미디어디자인,GED3141,3
메타버스컨텐츠디자인,GED3142,3
심리학개론,GED3143,3
재활치료학개론,GED3144,3
물리치료학,GED3145,3
작업치료학,GED3146,3
구강보건교육,GED3147,3
구강생리학,GED3148,3
예방치과학및실습,GED3149,3
치과교정및소아치과진료,GED3150,3
치과진료의이해및실습,GED3151,3
치위생학입문,GED3152,2
국제시장의이해,GED3168,3
글로벌에티켓,GED3169,3
디지털드로잉,GED3170,3
디지털미디어프로젝트,GED3171,3
디지털사진,GED3172,3
사운드디자인의이해,GED3173,3
애니메이션스튜디오,GED3174,3
영상디자인,GED3175,3
근골격계재활치료학,GED3176,3
신경계재활치료학,GED3177,3
한의재활치료학,GED3178,3
지속가능한공급망관리와아시아,GED3185,3
글로벌산업동향,GED3186,3
글로벌시장경제,GED3187,3
세계화와경제기구,GED3188,3
아동재활치료,GED3189,3
언어치료학,GED3190,3
정신건강재활치료학,GED3191,3
임플란트및구강외과진료,GED3192,3
치과보존및보철치료,GED3193,3
치아형태학및구강조직발생학,GED3194,3
치위생연구및통계(종합설계),GED3195,2
치주학,GED3196,2
SODO학부연구(1),GED4001,2
SODO학부연구(2),GED4002,2
한국대중매체와담화분석,GED4003,3
문화간커뮤니케이션,GED4004,3
동아시아문화와영문표현기법(1),GED4005,3
동아시아문화와영문표현기법(2),GED4006,3
독어독문학의이해,GER2101,3
시청각독일어,GER2105,3
현대독일산문,GER2106,3
독일작가와작품,GER2108,3
독일의문화와역사,GER2109,3
독일문학사,GER2112,3
독일작가세미나(1),GER2113,3
독어연습(1),GER2114,3
독어연습(2),GER2115,3
독일어텍스트읽기(1),GER2116,3
독일어말하기연습,GER2118,3
독어연습(3),GER3101,3
독문법의이해,GER3102,3
신문방송독일어,GER3106,3
독일어의문장구조이해,GER3107,3
고급독문법,GER3108,3
독일지역학(1),GER3110,3
독일학특강,GER3111,3
독일통일과문학,GER3113,3
문학비평론,GER3114,3
독일고전주의연구,GER3116,3
낭만주의문학연구,GER3117,3
사실주의이론및작품분석,GER3118,3
표현주의문학연구,GER3120,3
최근독일문학동향,GER3121,3
독일시의이해,GER3122,3
현대독일시론,GER3123,3
괴테의문학세계,GER3124,3
헤르만헤세의문학세계,GER3125,3
토마스만의문학세계,GER3126,3
카프카의문학세계,GER3127,3
파우스트연구,GER3128,3
문학과영화,GER3129,3
독일표현주의영화,GER3130,3
독일현대연극,GER3131,3
독일연극의이해,GER3132,3
번역의이론과실제,GER3134,3
광고언어의이해,GER3135,3
독어연습(4),GER3138,3
독어학의이해,GER3139,3
독일어텍스트읽기(2),GER3140,3
ZD준비,GER3141,3
근현대성장담,GER3144,3
근현대사회와문학,GER3145,3
독일문화이론,GER3146,3
서구문학과오리엔탈리즘,GER3147,3
괴테-자격증B2준비과정,GER3148,3
매체를통한독일어연습,GER3149,3
독일어통번역연습,GER3150,3
독일포스트모더니즘소설,GER3151,3
근현대서구문학과타자성,GER3152,3
독일어와문화텍스트,GER3153,3
독일어텍스트읽기(3),GER4101,3
소설이론과분석,GER4103,3
독일교양소설의역사,GER4104,3
드라마이론과분석,GER4106,3
신화와문학,GER4108,3
문학과죽음,GER4109,3
현대언어학의흐름,GER4111,3
언어와매체,GER4113,3
독어연습(5),GER4115,3
대안문화와생태문학,GER4116,3
TestDaF준비,GER4117,3
독문학텍스트원전강독,GER4118,3
독일어텍스트읽기(4),GER4119,3
국제경영입문,GIC1101,3
글로벌경영관리개론,GIC2101,3
경제학의이해:이론과정책,GIC2201,3
마케팅관리론,GIC2203,3
물가와고용,GIC2205,3
은행과이자,GIC2208,3
경영과회계,GIC2209,3
투자분석,GIC2211,3
한국과국제관계,GIC2301,3
외교정책입문,GIC2303,3
세계화와글로벌이슈,GIC2304,3
디지털플랫폼비즈니스개론,GIC2305,3
국제통상의이해,GIC2306,3
재무관리의이해,GIC2307,3
전략경영입문,GIC2308,3
국제관계의이해,GIC2309,3
국제정치경제의이해,GIC2310,3
다국적기업론,GIC3202,3
국제금융의이해,GIC3203,3
국제자본시장의이해,GIC3205,3
기업과전략,GIC3208,3
소비자행동분석론,GIC3209,3
마케팅조사분석론,GIC3210,3
국제경제학원론,GIC3211,3
국제상사분쟁해결론,GIC3212,3
중국의통상환경과기업의대응,GIC3213,3
기업재무분석,GIC3216,3
국제기구와글로벌거버넌스,GIC3301,3
미디어와외교정책,GIC3302,3
남북한관계와국제정치,GIC3304,3
국제통상의통계적분석,GIC3305,3
한국의경제발전과무역정책,GIC3306,3
외교와협상,GIC3308,3
국제관계이슈분석세미나,GIC3309,3
동북아시아국제관계와안보,GIC3994,3
정치학쟁점과국제사회,GIC3995,3
합리적선택이론과전략,GIC3996,3
머신러닝과재무관리,GIC4101,3
아세안의통상환경과기업의대응,GIC4201,3
글로벌상거래결제론,GIC4204,3
국제마케팅사례분석,GIC4205,3
로컬거버넌스와사회참여,GIC4302,3
국제경제연구방법론,GIC4303,3
국제관계이론세미나,GIC4306,3
문화공공외교와한류,GIC4308,3
금융시장과제도,GIC4309,3
언어학개론,GKE1001,3
한국어교육개론,GKE1301,3
한국어의이해,GKE2101,3
한국어어문규범,GKE2102,3
사회언어학연구,GKE2201,3
외국어습득론,GKE2202,3
대조언어학,GKE2203,3
한국문학의흐름과이해,GKE2204,3
한국어표현교육,GKE2301,3
한국어이해교육,GKE2302,3
한류와한국문화,GKE2404,3
말뭉치언어학의이해,GKE2405,3
K-pop과한국어,GKE2406,3
한국어화용론,GKE3101,3
한국어문법교육,GKE3102,3
한국어발음교육,GKE3103,3
한국문화교육,GKE3104,3
한국어교재론,GKE3105,3
한국어평가이론,GKE3106,3
한국어어휘교육,GKE3107,3
한국어한자교육,GKE3108,3
한국어교육과정,GKE3109,3
한국대중문화의이해,GKE3401,3
한국어교육정책,GKE4101,3
외국어로서의한국어교육실습,GKE4102,3
한국어번역론,GKE4103,3
멀티미디어한국어교육자료개발,GKE4104,3
GLC 영어1,GLC1001,3
GLC 영어2,GLC1002,3
고급GLC영어글쓰기 Advanced GLC English Writing,GLC1005,3
GLC신입생세미나1 GLC Freshman Seminar1,GLC1101,1
GLC신입생세미나2 GLC Freshman Seminar2,GLC1102,1
학술담화의이해 Understanding Academic Discourse,GLC1105,3
학술텍스트의이해 Understanding Academic Text,GLC1106,3
논증과토론 Argumentation And Discussion,GLC1107,3
논리적사고와글쓰기 Logical Thinking And Writing,GLC1108,3
초급한국어회화 Beginning Korean Conversation,GLC1109,3
초급한국어이해 Beginning Korean Comprehension,GLC1110,3
초급한국어문법 Beginning Korean Grammar,GLC1111,3
Gateway to University for International Student,GLC1112,1
사고와표현 Thinking And Expression,GLC1201,3
논리와사고 Logic And Thinking,GLC1202,3
숫자와생활 Understanding Of Numbers In Daily Life,GLC1203,3
한국의문화적사건 Landmarks Of Korean Culture,GLC1205,3
디지털문화예술 Digital Art And Culture,GLC1206,3
글로벌산업의이해 Understanding Global Industry,GLC1207,3
GLC수학 GLC Mathematics,GLC1208,3
물질과문명 Material And Civilization,GLC1209,3
"기술,사회와리더십 Technology Society And Leadership",GLC1210,3
경제의이해 Understanding Economic Phenomena,GLC1211,3
글로벌정치학개론 Introduction To Global Political Science,GLC1212,3
마음의과학 Science Of Mind,GLC1213,3
비주얼커뮤니케이션 Visual Communication,GLC1214,3
한국문화입문 Introduction To Korean Culture,GLC1215,3
아시아영화작가론 Understanding Of Asian Art Film,GLC1216,3
역사와영화 History And Cinema,GLC1217,3
과학과자아 Science And Self,GLC1219,3
GLC생물 GLC Biology,GLC1220,3
현대인의영양과건강 Nutrition And Health In Modern Life,GLC1221,3
식품과학의이해 Understanding Food And Food Science,GLC1222,3
문화마케팅의이해 Understanding Of Cultural Marketing,GLC1223,3
"동아시아세계,한국사와한국문화 East Asia; Korean History And Korean Culture",GLC1224,3
글로벌기업과현대사회 Global Companies In The Modern Society,GLC1225,3
글로벌시장과소비자 Global Markets And Consumers,GLC1226,3
21세기한국의역사적이해 Historical Understanding Of Korea In The 21st Century,GLC1227,3
