교과목명,학정번호,학점
지속가능지역개발의분석기법과전략수립,IDC3029,3
아시아행정론,IDC3030,3
국제개발이슈세미나,IDC4001,3
국제개발의정책분석과평가,IDC4002,3
자원개발과투자,IDC4003,3
제도형성과거버넌스,IDC4004,3
세계보건문제와국제개발,IDC4006,3
"기후변화,식량위기,농업개발",IDC4007,3
지속가능한발전세미나,IDC4008,3
인권및분쟁과갈등해결,IDC4009,3
지역및국가발전사례연구,IDC4010,3
글로벌행정현장실습(1),IDC4011,1
글로벌행정현장실습(2),IDC4012,1
글로벌행정현장실습(3),IDC4013,1
글로벌행정현장실습(4),IDC4014,1
해외봉사및연구,IDC4015,3
해외학술조사연구,IDC4016,3
SODO학부연구(1),IDC4017,2
SODO학부연구(2),IDC4018,2
학부연구(1),IDC4019,2
학부연구(2),IDC4020,2
학부연구(3),IDC4021,2
학부연구(4),IDC4022,2
INTRODUCTION TO INFORMATION AND INTERACTION DESIGN,IID1001,3
BASIC DRAWING,IID1002,3
BASIC DRAWING,IID1005,2
COLOR DESIGN,IID1006,3
INTRODUCTION TO DIGITAL TOOLS,IID1008,3
COMMUNICATING WITH TYPE,IID2001,3
PHOTOGRAPHY WORKSHOP,IID2002,3
INFORMATION AND PERCEPTION,IID2003,3
BRAND IN MOTION,IID2005,3
DESIGN HISTORY,IID2010,3
INDUSTRIAL DESIGN BASICS,IID2011,3
INFORMATION ARCHITECTURE,IID2012,3
THEORIES AND PRACTICES OF PUBLIC ART,IID2013,3
PRESENTATION SKILLS,IID2015,3
THEORIES AND PRACTICES OF MEDIA ART,IID2016,3
DATA VISUALIZATION,IID2017,3
UNDERGRADUATE TUTORIAL SEMINAR((INTRODUCTION TO HCI),IID2018,1
INTRODUCTION TO SOCIAL COMPUTING,IID2019,3
PSYCHOLOGY FOR DESIGN,IID2020,3
CRITICAL STUDIES OF VISUAL IMAGES,IID2100,3
MEDIA AND SOCIETY,IID2101,3
EDITORIAL DESIGN,IID3002,3
APPLICATIONS OF TECHNOLOGY,IID3003,3
INTERACTION DESIGN,IID3004,3
USER EXPERIENCE PROTOTYPING,IID3005,3
TYPE IN MOTION,IID3007,3
VISUAL SYSTEM,IID3008,3
HCI SEMINAR,IID3012,2
USER EXPERIENCE RESEARCH METHODS,IID3013,3
CONTEXT MAPPING: INTERACTION MODEL FOR GAME DESIGN,IID3014,3
TECH HUBS: ARVR TECHNIQUES,IID3015,3
HUMAN-CENTERED MACHINE LEARNING,IID3017,3
SOCIAL DIGITAL INNOVATION PROJECTS,IID3018,3
DEEP LEARNING,IID3019,3
TOUCHDESIGNER PROJECT PROTOTYPING AND DEVELOPMENT,IID3021,3
GENERATIVE SYSTEMS IN DESIGN AND MEDIA ART,IID3022,3
AI CONTENT CREATION: IMAGE AND VIDEO,IID3023,3
AI-DRIVEN BRAND SYSTEM,IID3025,3
SENIOR PROJECT,IID4002,3
DESIGN AND INNOVATION IN REAL BUSINESS,IID4007,3
UT세미나,IIE2002,1
산업공학개론,IIE2101,3
산업정보관리론,IIE2102,3
OR확정모델,IIE2104,3
데이터분석,IIE2107,3
산업공학기초통계,IIE2109,3
정보프로그래밍,IIE2110,3
공학리더십,IIE2111,3
산업공학기초수학,IIE2112,3
OR확률모델,IIE3101,3
생산계획론,IIE3102,3
머신러닝과산업응용,IIE3104,3
공급망경영,IIE3105,3
품질공학,IIE3107,3
시뮬레이션,IIE3110,3
금융공학,IIE3111,3
기술혁신경영,IIE3113,3
하이테크제품마케팅,IIE3114,3
하이테크시장분석,IIE3116,3
경영과학설계,IIE4101,3
데이터마이닝이론및응용,IIE4102,3
지식추론과텍스트마이닝,IIE4103,3
생산시스템분석,IIE4105,3
테크노비즈니스디자인,IIE4106,3
투자공학,IIE4111,3
ICT경영,IIE4114,3
인간컴퓨터상호작용,IIE4115,3
혁신네트워크경제,IIE4117,3
단순화전략,IIE4118,3
신뢰성공학,IIE4121,3
인공지능최적화,IIE4122,3
딥러닝과응용,IIE4123,3
최적화이론및응용,IIE4124,3
컴퓨터운영체계,IIT3002,3
정보전달이론,IIT3003,3
디지털시스템,IIT3004,3
이산신호처리,IIT3012,3
센서,IIT3016,3
신호및시스템실험,IIT3017,3
융합공학의이해,IIT3018,1
객체지향프로그래밍및자료구조,IIT3104,3
컴퓨터시스템및시스템프로그래밍,IIT3301,3
전자기및파동,IIT3302,3
피드백시스템,IIT3303,3
데이터프로그래밍,IIT3308,3
양자컴퓨팅개론,IIT3309,3
에너지융합,IIT4311,3
실전창업사례분석,ILA3001,3
창업비즈니스전략,ILA3002,3
스마트비즈니스창업,ILA3003,3
기술사업화의이해,ILA3006,3
지식재산권의이해,ILA3007,3
기업의특허전략과특허분쟁,ILA3008,3
개방형혁신을위한기술거래실무,ILA3009,3
국제관계학개론,INT1002,3
국제법,INT2015,3
한국정치연구,INT3001,3
정치사상특강,INT3002,3
국제화와한국정치경제,INT3003,3
현대정치이론,INT3004,3
국제협상론,INT3005,3
국제지역비교연구,INT3006,3
미국의대외관계,INT3007,3
동북아정치경제,INT3008,3
일본연구의쟁점,INT3009,3
러시아연구의쟁점,INT3010,3
한국의국제관계,INT3013,3
동남아지역연구,INT3015,3
국제기구론,INT3016,3
유럽지역연구,INT3017,3
중국지역연구,INT3018,3
러시아동구지역연구,INT3019,3
북한지역연구,INT3020,3
중국연구의쟁점,INT3021,3
국제분쟁과평화연구,INT3022,3
한국정부와정치,INT3023,3
비교정치체제론,INT3027,3
국제관계분석도구,INT3029,3
국제정치경제론,INT3031,3
국제관계이론,INT3032,3
일본지역연구,INT3033,3
북미지역연구,INT3034,3
국제관계사,INT3035,3
외교정책론,INT3036,3
세계화의개념과사례,INT3038,3
정치학의쟁점,INT3039,3
국제정치의이해,INT3040,3
동아시아의전쟁과평화,INT3041,3
국제관계인턴십,INT3044,1
국제관계인턴십,INT3045,2
국제관계인턴십,INT3046,3
국제관계인턴십,INT3047,4
중국외교정책,INT3048,3
국제화와지방정치,INT3049,3
정치경제학특강,INT3050,3
남북한관계론,INT3051,3
국제무역의정치경제,INT3052,3
국제법과갈등조정,INT3053,3
MEDICI 장기 현장실습,INT3054,9
동북아국제안보,INT3055,3
거시정치경제의이해,INT3060,3
글로벌직무실습,INT3061,3
공기업과사기업의혁신과가치창조,INT3062,3
경제와기업경영,INT3063,3
공공기관NCS의이해,INT3064,3
국가마케팅,INT3065,3
Y-GENT장기현장실습,INT3066,12
동아시아안보와국제정치,INT3067,3
일본정치경제의쟁점,INT3068,3
러시아외교의쟁점,INT3069,3
국제정치경제의최신쟁점,INT3070,3
동아시아협력과공공외교,INT3071,3
유럽의정치경제,INT3072,3
비교정치경제,INT3073,3
중국정치경제,INT3074,3
리빙랩과사회혁신,INT3075,3
세계시민교육과협동조합,INT3076,3
글로벌리더십,INT3077,2
전선,INT3078,3
국제환경과경영,INT3079,3
영사외교의 이해,INT3080,3
공공기관과홍보마케팅,INT3081,3
공공기관세미나,INT3082,3
공공기관과한국관광마케팅,INT3083,3
연세-DUFL국제관계세미나,INT3084,3
시사IR중국어(1),INT3085,3
자원환경과국제관계,INT4003,3
공공외교이론과실제,INT4008,3
공공외교세미나,INT4015,3
영화와정치,INT4019,3
국제금융의이해,INT4021,3
개발협력의글로벌거버넌스,INT4022,3
해외봉사및연구,INT4023,3
국제관계캡스톤디자인,INT4024,3
해외학술조사연구,INT4027,3
동아시아공공외교실습(캡스톤디자인),INT4028,3
SODO학부연구(1),INT4029,2
SODO학부연구(2),INT4030,2
국제관계와게임,INT4031,3
국제지역연구인턴십(Y-GENT),INT4032,12
INTRODUCTION TO INTERNATIONAL STUDIES,ISM1001,3
INTERNATIONAL POLITICAL ECONOMY,ISM2101,3
CULTURE AND GLOBALIZATION,ISM2102,3
GLOBAL STRATEGY AND MANAGEMENT,ISM2103,3
FINANCIAL MARKETS AND GLOBAL FINANCIAL INSTITUTIONS,ISM2104,3
RULE OF LAW IN THE GLOBAL CONTEXT,ISM2106,3
POLITICS AND BUSINESS IN KOREA,ISM2107,3
INFORMATION SYSTEMS AND INFORMATION SOCIETY,ISM2108,3
THEORIES OF POLITICAL ECONOMY,ISM2110,3
INTERNATIONAL MONEY AND CAPITAL MARKETS,ISM2112,3
INTRODUCTION TO INTERNATIONAL LAW,ISM2113,3
FINANCIAL INSTITUTIONS AND GLOBAL FINANCIAL SYSTEM,ISM2114,3
KOREAN MODEL AND INTERNATIONAL DEVELOPMENT COOPERATION,ISM2116,3
POSTCOLONIAL URBANISM IN ASIA,ISM2117,3
UNDERSTANDING THE CONTEMPORARY AUSTRALIAN SOCIETY,ISM2118,3
INVESTMENT ANALYSYS AND GLOBAL MANAGEMENT,ISM2119,3
HUMAN RIGHTS: ISSUES AND PROBLEMS,ISM2120,3
NUCLEAR WEAPONS AND GEOPOLITICS,ISM2122,3
K-CULTURE AND THE WORLD,ISM2123,3
INTERNATIONAL LAW AND GOVERNANCE,ISM3101,3
UN & INTERNATIONAL ORGANIZATIONS,ISM3103,3
GAME THEORY AND STRATEGIC DECISION MAKING,ISM3104,3
POLITICAL ECONOMY OF DEVELOPMENT,ISM3105,3
COMPARATIVE FOREIGN POLICIES,ISM3106,3
DEVELOPMENT COOPERATION AND FOREIGN AID,ISM3107,3
INTERNATIONAL CONFLICT AND COOPERATION,ISM3108,3
GLOBAL FINANCE AND INDUSTRY,ISM3109,3
ASEAN AND OCEANIA,ISM3110,3
CONTEMPORARY INTERNATIONAL LAW,ISM3111,3
EAST ASIAN HISTORY,ISM3501,3
EAST ASIAN ECONOMIC DEVELOPMENT,ISM3502,3
EAST ASIAN INTERNATIONAL RELATIONS,ISM3503,3
INTRODUCTION TO THE US LAW,ISM3505,3
PROBLEMS IN INTERNATIONAL SECURITY,ISM3506,3
INTERNATIONAL COMMERCIAL POLICY,ISM3508,3
INTERNATIONAL TRADE LAW,ISM3509,3
MODERN CHINESE HISTORY,ISM3510,3
IMPERIAL CHINA,ISM3511,3
HUMANITARIAN INTERVENTION: THEORY AND PRACTICE,ISM3512,3
HISTORY OF GLOBALIZATION AND DEVELOPMENT,ISM3513,3
TRANSNATIONALISM AND MIGRATION,ISM3515,3
"EAST ASIA: STATE, SOCIETY AND CULTURE",ISM3517,3
CONFLICT IN THE MIDDLE EAST,ISM3518,3
KOREAN DEVELOPMENT,ISM3520,3
GLOBALIZATION AND ITS ISSUES,ISM3521,3
NEW ERA OF GLOBAL FINANCIAL SYSTEM,ISM3522,3
BRICS AND NEW EMERGING POWERS,ISM3523,3
INTERNATIONAL ORGANIZATIONS AND LAW,ISM3524,3
CYBERSECURITY,ISM3527,3
EAST AND WEST: FUNDAMENTALS OF WORLD POLITICS,ISM3528,3
INTERNATIONAL NEGOTIATION,ISM3529,3
REALISM IN THE REAL WORLD,ISM3531,3
PROJECT DESIGN AND MANAGEMENT FOR INTERNATIONAL COOPERATION,ISM3532,3
INTERNATIONAL HUMAN RIGHTS: CONCEPTS AND CONTROVERSIES,ISM3533,3
COMPARATIVE CONSTITUTIONAL TRADITIONS,ISM3534,3
AFRICAN DEVELOPMENT,ISM3535,3
UNDERSTANDING EAST ASIA,ISM3537,3
JAPANESE STATE AND SOCIETY,ISM4501,3
POLITICAL ECONOMY OF KOREAN DEVELOPMENT,ISM4502,3
MODERN KOREAN HISTORY 󰎇,ISM4503,3
MODERN KOREAN SOCIETY 󰎇,ISM4504,3
NORTH KOREAN POLITICS AND NORTH KOREA 󰎇,ISM4505,3
MODERN KOREA-JAPAN RELATIONS 󰎇,ISM4506,3
CHINESE ECONOMY,ISM4507,3
A NEW CONTEXT OF CHINESE FOREIGN POLICY,ISM4508,3
POLITICAL ECONOMY OF JAPAN,ISM4509,3
AMERICA AND THE WORLD,ISM4510,3
AMERICAN FOREIGN RELATIONS,ISM4511,3
US HISTORY,ISM4512,3
EUROPEAN UNION,ISM4513,3
EMERGING MARKETS AND WORLD ECONOMY: BRICS,ISM4514,3
HISTORY OF KOREA-US RELATIONS 󰎇,ISM4515,3
CONTEMPORARY CHINESE POLITICS,ISM4517,3
POLITICS IN NORTHEAST ASIA,ISM4518,3
GLOBAL FINANCE AND CORPORATE GOVERNANCE,ISM4519,3
GLOBAL GOVERNANCE AND REGIONALISM,ISM4520,3
SENIOR RESEARCH SEMINARS IN INTERNATIONAL STUDIES,ISM4801,3
"LAW, ECONOMICS, AND COMPETITION",ISM4803,3
ECONOMICS OF INTERNATIONAL DEVELOPMENT,ISM4804,3
NGOS AND DEVELOPMENT,ISM4808,3
MODERN CHINA-KOREA RELATIONS,ISM4809,3
GLOBAL JUSTICE,ISM4812,3
IMPERIALISM AND THE WORLD,ISM4813,3
경제학원론,IST2001,3
SW시스템입문,IST2003,3
통계학개론,IST2006,3
통계분석방법론,IST2007,3
탐색적자료분석,IST2009,3
응용확률모형론,IST3002,3
통계자료분석(1),IST3004,3
표본조사방법론,IST3005,3
통계자료분석(2),IST3006,3
정보시스템응용,IST3009,3
데이터베이스,IST3010,3
인터넷정보분석,IST3011,3
의학통계,IST3012,3
데이터마이닝,IST3013,3
회귀분석,IST3016,3
통계상담,IST3018,3
실험계획법,IST3020,3
시뮬레이션,IST3022,3
선형대수,IST3024,3
사회조사분석론,IST3025,3
데이터사이언스프로그래밍,IST3030,3
데이터사이언스SW실습,IST3031,3
수리통계학,IST3032,3
고객관리기법,IST3034,3
빅데이터분석,IST3038,3
딥러닝입문,IST3043,3
비모수통계론,IST4002,3
품질관리,IST4003,3
통계학연습,IST4004,3
통계분석프로젝트,IST4007,3
범주형자료분석,IST4008,3
다변량통계분석,IST4009,3
확률과정론,IST4010,3
보험통계학,IST4011,3
회귀분석응용,IST4012,3
시계열분석,IST4014,3
시뮬레이션,IST4015,3
학부연구(1),IST4017,2
학부연구(2),IST4018,2
데이터분석모델링캡스톤디자인,IST4019,3
정보산업기업체현장실습(1),IST4020,1
정보산업기업체현장실습(2),IST4021,1
정보산업기업체현장실습(3),IST4022,1
정보산업기업체현장실습(4),IST4023,1
인공지능과머신러닝,IST4026,3
생존분석,IST4027,3
헬스케어빅데이터분석,IST4028,3
객체지향프로그래밍,ITD2004,3
기초데이터구조,ITD2010,3
기초알고리즘,ITD2011,3
융합SW-PBL,ITD3033,3
융합SW인턴십,ITD3034,3
융합SW프로젝트,ITD3035,3
일본학입문,JAP3102,3
일본문화와사회,JAP3104,3
INTRODUCTION TO JUSTICE AND CIVIL LEADERSHIP,JCL1001,3
POLITICAL THOUGHT: CONCEPTS AND CASE STUDIES,JCL1002,3
INTRODUCTION TO LEGAL STUDIES,JCL1003,3
ETHICS AND POLICY,JCL1004,3
THE CONCEPT OF JUSTICE,JCL1005,3
FUNDAMENTALS OF CONSTITUTIONALISM,JCL2003,3
"SOCIAL JUSTICE: THEORY, POLICY, AND LAW",JCL2005,3
UNITED NATIONS AND GLOBAL JUSTICE,JCL2010,3
HUMAN RIGHTS: FOUNDATIONS AND CONTEMPORARY ISSUES,JCL2012,3
INTRODUCTION TO U.S. LAW,JCL2013,3
UNDERGRADUATE TUTORIAL SEMINAR,JCL2014,1
PRINCIPLES OF LEADERSHIP,JCL2015,3
INTRODUCTION TO KOREAN CRIMINAL LAW,JCL2016,3
CURRENT ISSUES IN INTERNATIONAL LAW,JCL3001,3
COMPARATIVE KOREAN COMMERCIAL LAW,JCL3003,3
GLOBAL GOVERNANCE AND DIPLOMATIC PRACTICE,JCL3004,3
"LAW, JUSTICE AND SOCIETY",JCL3005,3
PHILOSOPHICAL FOUNDATIONS OF LAW AND POLITICS,JCL3006,3
NEGOTIATION SCIENCE & PRACTICE,JCL3007,3
INTERNATIONAL ECONOMIC ORDER: NORMS AND,JCL3009,3
GLOBAL ENVIRONMENTAL LAW AND DIPLOMACY,JCL3101,3
INTERNATIONAL INTELLECTUAL PROPERTY LAW,JCL3103,3
BUSINESS ETHICS AND SOCIAL RESPONSIBILITY,JCL3106,3
INTRODUCTION TO CONTRACT AND TORT LAW,JCL3107,3
BIOETHICS,JCL3108,3
CRIMINAL LAW AND PROCEDURE,JCL3109,3
KOREAN CONSTITUTIONAL LAW,JCL3110,3
KOREAN CIVIL LAW AND SOCIETY,JCL3111,3
GLOBAL TRADE AND HUMAN RIGHTS,JCL3112,3
LAW AND PSYCHOLOGY,JCL3114,3
THE RULE OF LAW IN THEORY AND PRACTICE,JCL4002,3
EUROPEAN UNION LAW AND POLITICS,JCL4007,3
PHILOSOPHY OF PUNISHMENT,JCL4008,3
SOCIAL MEDIA AND SOCIETY,JCL4009,3
POLICY ANALYSIS: JUSTICE AND LEADERSHIP,JCL4010,3
SEMINAR: SOCIAL MOVEMENTS AND POLITICAL ACTION,JCL4011,3
LAW AND HISTORY OF FOREIGN INVESTMENT,JCL4012,3
CASES AND ISSUES IN KOREAN CRIMINAL LAW,JCL4013,3
ANGLO-AMERICAN LAW AND LEGAL ENGLISH,JCL4015,3
한국어학입문,KLL1001,3
한국근현대문학입문,KLL1002,3
한국어문법,KLL2001,3
한국근현대문학사,KLL2002,3
한문과고전의이해(2),KLL2005,3
한국고전문학입문,KLL2006,3
미디어와대중문학,KLL2008,3
국어표기법변천사,KLL3002,3
한국현대문학의이해,KLL3003,3
중세국어강독,KLL3006,3
고전의현대적해석,KLL3014,3
비교문학입문,KLL3015,3
한국근현대소설사,KLL3016,3
시문학사,KLL3017,3
한국현대소설강독,KLL3018,3
수필문학론,KLL3019,3
고전소설론,KLL3020,3
구비문학론,KLL3022,3
한국한시의감상(2),KLL3024,3
현대시와시론,KLL3027,3
비교문학,KLL3029,3
국어음운론,KLL3030,3
한국근대소설의이해,KLL3031,3
국어사,KLL3032,3
시조가사론,KLL3033,3
희곡론,KLL3035,3
한국현대시강독,KLL3041,3
고전시가강독,KLL3042,3
근현대국어학자료강독,KLL3045,3
한국한시의감상,KLL3046,3
근대서사이론,KLL3047,3
조선후기문학사,KLL3048,3
한문과고전의이해(1),KLL3049,3
시가문학의전통과근대,KLL3050,3
근대미디어와문학,KLL3051,3
인공지능과한국어자료처리,KLL3052,3
한국문학과문화기획,KLL3053,3
한국근대전환기문학연구,KLL3090,3
근대영상미디어론,KLL3091,3
근대작가론,KLL3092,3
근대미디어와한자콘텐츠,KLL3093,3
한국근대문학과고전물명의전통,KLL3094,3
국어통사론,KLL3095,3
국어교육론,KLL3096,3
현대문학사상사,KLL4003,3
고전시가문학사,KLL4004,3
고려가요론,KLL4005,3
국어형태론,KLL4011,3
텍스트비평론,KLL4012,3
근대비평사,KLL4013,3
국어의미론,KLL4017,3
동아시아비교문학,KLL4018,3
뉴미디어콘텐츠제작실습(캡스톤디자인),KLL4019,3
근대한국어문학콘텐츠세미나,KLL4020,3
한국어문학콘텐츠현장실습(1),KLL4021,1
한국어문학콘텐츠현장실습(2),KLL4022,1
한국어문학콘텐츠현장실습(3),KLL4023,1
한국어문학콘텐츠현장실습(4),KLL4024,1
근대한국어문학답사,KLL4025,1
학부연구(1),KLL4026,2
학부연구(2),KLL4027,2
한국어문학의이해,KOR1001,3
우리말연구의첫걸음,KOR1101,3
문학이란무엇인가,KOR1102,3
한국고전문학의이해,KOR1106,3
주니어세미나,KOR2001,1
UT세미나,KOR2002,1
진로개발세미나,KOR2003,1
현대사회와문학,KOR2301,3
한글소설과한문소설,KOR2303,3
시쓰기,KOR2304,3
한국의옛날책,KOR2305,3
고전소설의이해,KOR2306,3
소설쓰기,KOR2308,3
현대소설읽기,KOR2309,3
희곡론,KOR2310,3
현대시읽기,KOR2312,3
한국문학해석론,KOR2313,3
뉴미디어와디지털스토리텔링,KOR2314,3
생존한국어:디지털시대의모바일학습,KOR2315,3
고전문학과대중문화의근대적형성,KOR2316,3
디지털인터렉티브스토리텔링,KOR2317,3
뉴미디어와복합양식적쓰기,KOR2318,3
국어정서법,KOR2401,3
언어학의이해,KOR2413,3
외국어로서의한국어교육론,KOR2414,3
한문과고전의이해(2),KOR2504,3
한문과고전의이해(1),KOR2505,3
한문학의이해,KOR2506,3
고전문학전공을위한한문,KOR2507,3
언어지지학의기초,KOR2508,3
고전문학과인접예술,KOR2509,3
현대문화이론,KOR2510,3
한국의노래,KOR2511,3
한국고전시가의이해,KOR2512,3
고전문학과교육,KOR2513,3
한국근대문학사,KOR3301,3
한국고전문학사,KOR3302,3
한글고전소설읽기,KOR3303,3
현대소설특강,KOR3304,3
한국고전비평,KOR3305,3
한국현대소설강독,KOR3306,3
현대작가연구,KOR3307,3
현대문학이론,KOR3308,3
문헌설화읽기,KOR3309,3
영상문학론,KOR3310,3
고전시가읽기,KOR3311,3
현대시특강,KOR3312,3
고려가요론,KOR3313,3
고전시가문학사,KOR3314,3
시조가사론,KOR3315,3
고전소설의출판과유통,KOR3316,3
한국문학과세계문학읽기,KOR3317,3
문학평론쓰기,KOR3318,3
고전문학과민속,KOR3319,3
문화비평쓰기,KOR3330,3
국어형태론,KOR3402,3
국어통사론,KOR3404,3
우리말의어제와오늘,KOR3406,3
국어어휘론,KOR3408,3
국어정보학,KOR3409,3
국어화용론,KOR3410,3
국어음성학,KOR3411,3
국어방언학,KOR3412,3
국어학연구방법론,KOR3413,3
사회언어학,KOR3414,3
글쓰기의이론과실제,KOR3415,3
이중언어의이해,KOR3416,3
글쓰기문장연구,KOR3417,3
한국한문학작가론,KOR3501,3
한국한시,KOR3502,3
한국고전명문읽기,KOR3508,3
한국한문학사,KOR3509,3
문자학,KOR3510,3
국어의미론,KOR3511,3
국어음운론,KOR3512,3
한국구전이야기의탐색,KOR3513,3
국어교육론,KOR3514,3
이야기와한국사회,KOR3515,3
국어논리및논술,KOR3516,3
한국어교수법,KOR3517,3
고전문학과공연예술,KOR3518,3
현대문화실습,KOR3519,3
텍스트분석과작성,KOR3520,3
고전문학과젠더,KOR3521,3
한국어평가론,KOR3522,3
한국어교육과정론,KOR3523,3
현대문학과문화,KOR3524,3
중세국어자료강독,KOR3525,3
언어습득론,KOR3526,3
구술과연행,KOR3527,3
한국어말뭉치언어학의이해,KOR3528,3
한국문학과역사,KOR3529,3
문학과게밍,KOR3530,3
근대시가론,KOR3531,3
한국신화의이해,KOR3532,3
한국영화비평사,KOR3534,3
크리에이티브콘텐츠제작,KOR3535,3
동아시아비교문학,KOR3537,3
동시대한국문학과세계문학,KOR3538,3
기록문학읽기,KOR4303,3
비평론,KOR4305,3
남북한문학읽기,KOR4306,3
향가론입문,KOR4307,3
국문학특강,KOR4309,3
한국근대문학원전읽기,KOR4311,3
국어학자료강독,KOR4401,3
국어문법학사,KOR4402,3
훈민정음강독,KOR4403,3
국어사전편찬학,KOR4404,3
자료전산처리방법론,KOR4406,3
한국어문법교육론,KOR4407,3
한국어이해교육론,KOR4408,3
한국어표현교육론,KOR4409,3
한국어어휘교육론,KOR4410,3
한국한시의감상(2),KOR4503,3
고전소설과판소리,KOR4505,3
고전문학과문화콘텐츠,KOR4506,3
구술과서사,KOR4507,3
고전문학과공간,KOR4508,3
현대비평읽기,KOR4601,3
전근대의문학문화교류,KOR4602,3
이야기분석론,KOR4603,3
한국어문학과콘텐츠,KOR4604,3
한국학입문(1),KOS3101,3
트랜스내셔널한류,KOS3104,3
한국과세계문화예술의비평,KOS3108,3
전필,KSC2001,3
전필,KSC2002,3
전선,KSC2003,3
전선,KSC2004,3
전선,KSC2005,3
전선,KSC2006,3
전선,KSC2007,3
전선,KSC3001,3
전선,KSC3002,3
전선,KSC3003,3
전필,KSC3004,3
전필,KSC3005,3
전선,KSC3006,3
전선,KSC3007,3
전선,KSC3008,3
전선,KSC3009,3
전선,KSC3010,3
전선,KSC3011,3
전선,KSC3012,3
전선,KSC3013,3
전선,KSC3014,3
전선,KSC3015,3
전선,KSC3016,3
전선,KSC3017,3
전선,KSC4001,3
전선,KSC4002,3
전선,KSC4003,3
전선,KSC4004,3
전선,KSC4005,3
전선,KSC4006,3
전선,KSC4007,3
전선,KSC4008,3
전선,KSC4009,3
전선,KSC4010,3
전선,KSC4011,3
전선,KSC4012,3
리더십워크숍(필수)ⓟ,LEA3101,3
국제법(1),LEG3010,3
문헌정보학입문,LIS1101,3
정보기술론,LIS1102,3
UT세미나,LIS2001,1
웹인터페이스설계,LIS2403,3
장서개발론,LIS2601,3
뉴미디어,LIS2801,3
정보조사제공론,LIS2804,3
정보이용자교육론,LIS2805,3
정보시스템분석,LIS2806,3
정보윤리,LIS2808,3
기록관리론,LIS2809,3
프로그래밍기초,LIS2810,3
데이터융합및서비스,LIS2811,3
데이터사이언스개론,LIS2812,3
도서관정보센터경영론,LIS3301,3
도서관정보센터경영의실제,LIS3304,3
학술정보커뮤니케이션,LIS3305,3
웹시스템개발,LIS3306,3
도서관정보서비스의특수문제,LIS3404,3
정보조직론:목록,LIS3605,3
정보서비스평가,LIS3612,3
데이터베이스시스템,LIS3701,3
사회정보학,LIS3806,3
정보조직론:분류,LIS3807,3
학술정보웹사이트구축론,LIS3808,3
인문학콘텐츠구축론,LIS3809,3
학교도서관매체센터경영,LIS3811,3
텍스트정보처리론,LIS3813,3
정보이용자론,LIS3814,3
정보관리실습,LIS3815,2
메타데이터,LIS3816,3
응용머신러닝,LIS3821,3
공공도서관경영,LIS4302,3
정보검색론,LIS4701,3
정보처리연습,LIS4703,3
소셜네트워크서비스론,LIS4704,3
디지털도서관구축론,LIS4801,3
정보정책론,LIS4802,3
문헌정보통계,LIS4803,3
지식관리론,LIS4804,3
정보표준화론,LIS4805,3
도서관정보센터마케팅,LIS4807,3
정보시각화,LIS4809,3
텍스트마이닝,LIS4810,3
컬처로믹스,LIS4811,3
딥러닝개론,LIS4813,3
진로탐색특강,LSB2202,1
생화학 I,LSB3101,3
생화학 II,LSB3102,3
세포생물학 I,LSB3202,3
CELL BIOLOGY,LSB3203,3
GENETICS,LST2003,3
ADVANCED EXPERIMENT IN LIFE SCIENCE & TECHNOLOGY,LST3001,3
APPLIED BIOTECHNOLOGY,LST3003,3
JUNIOR INDEPENDENT STUDY,LST3103,3
MOLECULAR BIOLOGY,LST3104,3
DEVELOPMENTAL BIOLOGY,LST3206,3
SENIOR INDEPENDENT STUDY,LST4001,3
CANCER BIOLOGY,LST4002,3
CANCER DEVELOPMENT,LST4003,3
미분적분학과벡터해석(1),MAT1001,3
미분적분학과벡터해석(2),MAT1002,3
공학수학(1),MAT1011,3
공학수학(2),MAT1012,3
미분적분학과벡터해석(심화)(1),MAT1016,3
미분적분학과벡터해석(심화)(2),MAT1017,3
고등미적분학(1),MAT2001,3
고등미적분학(2),MAT2002,3
선형대수와그응용,MAT2011,3
확률통계,MAT2013,3
수학과프로그래밍,MAT2014,3
공학수학(3),MAT2016,3
공학수학(4),MAT2017,3
수학진로탐색(1),MAT2082,1
수학진로탐색(2),MAT2083,1
선형대수(1),MAT2102,3
통계학,MAT2103,3
집합론,MAT2104,3
과학계산,MAT2105,3
이산수학,MAT2106,3
상미분방정식,MAT2421,3
대수적위상수학,MAT3101,3
미분기하(2),MAT3102,3
미분기하(1),MAT3103,3
해석학(1),MAT3104,3
해석학(2),MAT3105,3
현대대수(1),MAT3109,3
현대대수(2),MAT3110,3
확률론,MAT3111,3
복소해석학,MAT3112,3
확률과정론,MAT3113,3
수치해석,MAT3114,3
수리논리,MAT3117,3
편미분방정식,MAT3118,3
조합론,MAT3119,3
선형대수(2),MAT3120,3
정수론,MAT3121,3
위상수학,MAT3122,3
기계학습과 응용,MAT3123,3
푸리에해석및응용,MAT3984,3
수학사,MAT3985,3
수학특강(1),MAT4105,3
수학특강(2),MAT4106,3
호몰로지대수,MAT4108,3
체론,MAT4112,3
암호론,MAT4115,3
보험및금융수학,MAT4116,3
전산통계학,MAT4117,3
금융수학,MAT4119,3
복소기하,MAT4120,3
대수기하,MAT4331,3
"대수학I , II",MAT6200,3
"실해석학(I, II)",MAT6400,3
인체해부학,MBE1003,3
인체생리학,MBE2003,3
